model,mascon,calendar_month,rmse,n
xgboost_rf,8,6,20.59748486539522,532
xgboost_rf,8,7,15.96644602320312,532
xgboost_rf,8,8,19.819436534022838,560
xgboost_rf,8,9,15.850666263407986,504
xgboost_rf,8,10,15.699344046891124,504
xgboost_rf,8,11,17.492331726628137,504
xgboost_rf,8,12,15.419921821770702,532
xgboost_rf,10,1,27.953574601589306,216
xgboost_rf,10,2,29.70141832095624,228
xgboost_rf,10,3,19.62027774754234,228
xgboost_rf,10,4,16.39410447838551,240
xgboost_rf,10,5,40.756445578310384,240
xgboost_rf,10,6,35.209699028135155,228
xgboost_rf,10,7,18.31862882514503,228
xgboost_rf,10,8,14.986711987588528,240
xgboost_rf,10,9,18.778900315504945,216
xgboost_rf,10,10,14.516196987855317,216
xgboost_rf,10,11,21.75138627070436,216
xgboost_rf,10,12,24.738085220629863,228
xgboost_rf,11,1,16.492642957449227,486
xgboost_rf,11,2,19.164584577495127,513
xgboost_rf,11,3,20.345645893508383,513
xgboost_rf,11,4,20.244974044884813,540
xgboost_rf,11,5,14.875868740434822,540
xgboost_rf,11,6,26.185598186533923,513
xgboost_rf,11,7,29.011281546946265,513
xgboost_rf,11,8,28.99941088714473,540
xgboost_rf,11,9,24.49476166209538,486
xgboost_rf,11,10,22.038952766900756,486
xgboost_rf,11,11,19.019143016968393,486
xgboost_rf,11,12,20.817980856208038,513
xgboost_rf,13,1,20.08393002469171,612
xgboost_rf,13,2,28.270434207428686,646
xgboost_rf,13,3,35.71659499351619,646
xgboost_rf,13,4,38.119458572219806,680
xgboost_rf,13,5,38.71421744946512,680
xgboost_rf,13,6,25.875522791874587,646
xgboost_rf,13,7,28.988799407632943,646
xgboost_rf,13,8,28.14792378821121,680
xgboost_rf,13,9,31.743258229535428,612
xgboost_rf,13,10,24.377019963077167,612
xgboost_rf,13,11,18.322920518378186,612
xgboost_rf,13,12,19.886843330686524,646
xgboost_rf,17,1,17.621315130790947,126
xgboost_rf,17,2,18.73347226504038,133
xgboost_rf,17,3,18.376957480302032,133
xgboost_rf,17,4,19.085784504807968,140
xgboost_rf,17,5,22.311868188340068,140
xgboost_rf,17,6,21.786104667852314,133
xgboost_rf,17,7,21.393624122291044,133
xgboost_rf,17,8,14.78272400838375,140
xgboost_rf,17,9,11.983473255838135,126
xgboost_rf,17,10,14.21939323817022,126
xgboost_rf,17,11,15.339613135730854,126
xgboost_rf,17,12,16.131914898473614,133
xgboost_rf,18,1,0.0,18
xgboost_rf,18,2,0.0,19
xgboost_rf,18,3,0.0,19
xgboost_rf,18,4,0.0,20
xgboost_rf,18,5,0.0,20
xgboost_rf,18,6,0.0,19
xgboost_rf,18,7,0.0,19
xgboost_rf,18,8,0.0,20
xgboost_rf,18,9,0.0,18
xgboost_rf,18,10,0.0,18
xgboost_rf,18,11,0.0,18
xgboost_rf,18,12,0.0,19
xgboost_rf,19,1,29.25309750696874,720
xgboost_rf,19,2,47.01681662278613,760
xgboost_rf,19,3,48.49280815927521,760
xgboost_rf,19,4,49.837353265659644,800
xgboost_rf,19,5,46.10840189494474,800
xgboost_rf,19,6,41.93991237255774,760
xgboost_rf,19,7,46.02777302362625,760
xgboost_rf,19,8,45.90474236945714,800
xgboost_rf,19,9,37.99293467263268,720
xgboost_rf,19,10,16.44375139919381,720
xgboost_rf,19,11,21.12516583158355,720
xgboost_rf,19,12,21.494154905945507,760
xgboost_rf,20,1,18.273968106824817,756
xgboost_rf,20,2,32.557018724561175,798
xgboost_rf,20,3,35.73528147805059,798
xgboost_rf,20,4,38.72992072256609,840
xgboost_rf,20,5,37.08174300619118,840
xgboost_rf,20,6,33.67060092122034,798
xgboost_rf,20,7,27.410619805171546,798
xgboost_rf,20,8,22.628292464282566,840
xgboost_rf,20,9,24.447167322173385,756
xgboost_rf,20,10,23.072813446423208,756
xgboost_rf,20,11,26.9816937267774,756
xgboost_rf,20,12,24.04923867314256,798
xgboost_rf,24,1,0.0,18
xgboost_rf,24,2,0.0,19
xgboost_rf,24,3,0.0,19
xgboost_rf,24,4,0.0,20
xgboost_rf,24,5,0.0,20
xgboost_rf,24,6,0.0,19
xgboost_rf,24,7,0.0,19
xgboost_rf,24,8,0.0,20
xgboost_rf,24,9,0.0,18
xgboost_rf,24,10,0.0,18
xgboost_rf,24,11,0.0,18
xgboost_rf,24,12,0.0,19
xgboost_rf,26,1,17.876006009305527,396
xgboost_rf,26,2,26.953882989629157,418
xgboost_rf,26,3,19.146514302733554,418
xgboost_rf,26,4,20.646346916882074,440
xgboost_rf,26,5,27.686267750349238,440
xgboost_rf,26,6,22.81248634553717,418
xgboost_rf,26,7,18.022124357483563,418
xgboost_rf,26,8,21.671957818362607,440
xgboost_rf,26,9,23.916674961012774,396
xgboost_rf,26,10,15.203358839135186,396
xgboost_rf,26,11,13.890193212612113,396
xgboost_rf,26,12,14.407946331607686,418
xgboost_rf,28,1,0.0,18
xgboost_rf,28,2,0.0,19
xgboost_rf,28,3,0.0,19
xgboost_rf,28,4,0.0,20
xgboost_rf,28,5,0.0,20
xgboost_rf,28,6,0.0,19
xgboost_rf,28,7,0.0,19
xgboost_rf,28,8,0.0,20
xgboost_rf,28,9,0.0,18
xgboost_rf,28,10,0.0,18
xgboost_rf,28,11,0.0,18
xgboost_rf,28,12,0.0,19
xgboost_rf,29,1,21.355900279772904,756
xgboost_rf,29,2,28.20401268920907,798
xgboost_rf,29,3,36.87103100913888,798
xgboost_rf,29,4,41.22947801572265,840
xgboost_rf,29,5,41.57001625894273,840
xgboost_rf,29,6,35.19209093850451,798
xgboost_rf,29,7,35.41543434909507,798
xgboost_rf,29,8,31.71442580021271,840
xgboost_rf,29,9,30.9930001341655,756
xgboost_rf,29,10,25.198887702324,756
xgboost_rf,29,11,25.200599044821097,756
xgboost_rf,29,12,35.62845159268812,798
xgboost_rf,32,1,8.20563637369031,54
xgboost_rf,32,2,8.718731851021783,57
xgboost_rf,32,3,9.815349420732788,57
xgboost_rf,32,4,9.056589227974618,60
xgboost_rf,32,5,7.2293772467942174,60
xgboost_rf,32,6,6.292012006702132,57
xgboost_rf,32,7,13.02326574680377,57
xgboost_rf,32,8,11.660487082582467,60
xgboost_rf,32,9,15.340256429735462,54
xgboost_rf,32,10,15.657567959733685,54
xgboost_rf,32,11,14.025459493644856,54
xgboost_rf,32,12,9.827396431040878,57
xgboost_rf,33,1,9.78590364143851,630
xgboost_rf,33,2,16.842435122579538,665
xgboost_rf,33,3,22.635277974547254,665
xgboost_rf,33,4,24.79392491489776,700
xgboost_rf,33,5,23.99328845605196,700
xgboost_rf,33,6,15.388236345618761,665
xgboost_rf,33,7,25.903072574091244,665
xgboost_rf,33,8,43.57621240317726,700
xgboost_rf,33,9,33.631984857933425,630
xgboost_rf,33,10,15.905129289493846,630
xgboost_rf,33,11,11.959304259628183,630
xgboost_rf,33,12,9.578956146145746,665
xgboost_rf,34,1,22.016938782494996,666
xgboost_rf,34,2,29.09225989909806,703
xgboost_rf,34,3,26.940570507890445,703
xgboost_rf,34,4,28.197446729099305,740
xgboost_rf,34,5,30.602884724871277,740
xgboost_rf,34,6,24.178041658149233,703
xgboost_rf,34,7,31.478581975055114,703
xgboost_rf,34,8,39.509918801040904,740
xgboost_rf,34,9,31.546448248539757,666
xgboost_rf,34,10,21.06925913653061,666
xgboost_rf,34,11,23.759407560239488,666
xgboost_rf,34,12,25.621845996827638,703
